0,10000
-28,9999
2,9997
57,9996
-76,9995
-74,9994
96,9993
-91,9992
16,9991
-35,9990
-55,9988
-81,9987
86,9986
-18,9985
-76,9982
-34,9981
-9,9979
-32,9978
5,9977
71,9976
-62,9975
-63,9974
16,9973
-21,9971
-11,9970
-43,9969
-88,9968
50,9967
-64,9966
-71,9965
18,9964
-1,9963
-97,9962
-58,9961
3,9960
44,9959
11,9958
41,9957
-94,9956
-7,9952
-71,9950
53,9949
-68,9946
91,9945
67,9944
56,9943
-55,9941
69,9940
-34,9939
87,9938
-65,9937
20,9936
63,9935
-53,9934
-60,9933
-35,9932
-33,9931
71,9930
-35,9929
39,9928
-34,9927
-49,9926
70,9925
-76,9924
57,9923
-32,9922
-12,9921
37,9919
44,9918
-61,9917
55,9916
-87,9914
64,9913
26,9910
48,9909
-52,9908
-61,9907
17,9906
40,9905
59,9902
-13,9901
36,9899
-30,9898
60,9897
22,9896
-4,9895
-27,9893
-52,9892
-35,9890
-24,9889
42,9887
83,9886
12,9885
-97,9884
22,9883
-13,9882
17,9881
-76,9880
85,9879
87,9878
69,9877
53,9876
15,9875
73,9874
11,9873
66,9872
-78,9870
49,9869
58,9868
21,9867
62,9865
55,9863
33,9862
-66,9861
5,9860
59,9859
66,9858
95,9855
59,9854
-55,9853
-61,9852
50,9851
-93,9850
-72,9849
-63,9848
4,9847
16,9846
45,9845
-77,9844
54,9843
70,9842
90,9841
37,9839
-71,9838
-85,9837
91,9836
6,9834
-10,9833
-4,9832
-64,9830
43,9829
-51,9828
46,9827
61,9826
-86,9824
49,9821
-51,9819
-46,9818
90,9817
20,9816
-53,9815
-32,9814
30,9813
91,9812
-51,9811
-50,9810
27,9809
27,9807
-7,9806
-90,9805
46,9803
69,9802
-4,9801
1,9800
22,9799
19,9798
-45,9797
-21,9795
-88,9794
31,9791
49,9789
-61,9787
-62,9786
87,9784
-88,9783
33,9782
-6,9781
-85,9779
-85,9778
-83,9777
-4,9776
-84,9775
39,9774
61,9773
3,9772
92,9771
34,9770
29,9769
-22,9768
-13,9767
-3,9766
43,9764
94,9763
47,9762
-90,9760
23,9759
40,9758
-89,9756
-14,9755
-100,9753
-22,9751
60,9750
-25,9749
34,9748
99,9747
17,9746
-99,9745
98,9744
-39,9743
2,9742
-97,9740
99,9739
-62,9738
43,9737
46,9735
22,9734
-61,9732
44,9731
-66,9730
10,9728
-34,9727
-27,9726
68,9723
-64,9722
64,9721
-55,9718
64,9717
98,9716
-2,9715
80,9714
14,9713
54,9710
-72,9709
39,9708
65,9707
27,9706
21,9703
-30,9702
-34,9701
-50,9700
-63,9697
-59,9696
-84,9695
-73,9694
25,9692
-56,9691
22,9689
14,9688
-42,9687
-19,9684
-31,9683
60,9681
55,9680
6,9678
-22,9676
20,9674
93,9673
40,9672
84,9671
-46,9670
16,9668
-85,9667
38,9666
18,9665
90,9664
-9,9662
-48,9661
77,9660
-71,9659
75,9658
-29,9656
16,9654
-49,9653
53,9652
-5,9651
4,9650
65,9649
-86,9648
41,9644
66,9642
67,9641
67,9640
84,9639
-4,9638
44,9635
-74,9634
-3,9633
83,9632
7,9631
18,9630
-7,9629
-2,9627
12,9624
-88,9623
44,9621
89,9620
55,9619
-44,9618
-69,9616
36,9615
4,9614
44,9613
-31,9612
11,9610
94,9605
-64,9604
62,9603
-15,9602
-59,9601
-57,9600
60,9599
-99,9598
79,9596
-46,9594
54,9593
-68,9592
-64,9591
20,9590
-90,9589
-25,9588
94,9587
0,9585
-82,9584
-63,9583
77,9581
54,9580
0,9575
-80,9574
47,9572
49,9571
-88,9569
-97,9568
56,9566
83,9565
55,9564
-29,9563
-47,9562
-41,9561
-52,9559
-22,9558
-57,9557
73,9556
-34,9555
-81,9554
28,9552
26,9550
69,9549
-65,9548
70,9547
74,9546
-32,9545
95,9544
99,9543
-2,9542
23,9541
-100,9540
31,9538
-22,9537
-61,9536
55,9535
-2,9533
12,9532
-55,9531
-12,9530
-31,9528
15,9527
-22,9526
41,9525
7,9524
-92,9522
45,9519
-23,9518
61,9517
10,9516
-79,9514
-91,9513
99,9512
-13,9511
49,9510
95,9509
-55,9508
-30,9507
-70,9506
-89,9504
-86,9503
-40,9500
16,9498
29,9497
-52,9496
-90,9495
60,9494
71,9492
57,9491
29,9490
66,9488
75,9487
3,9485
-90,9484
71,9483
-82,9481
-7,9480
52,9478
82,9476
81,9475
98,9474
-52,9472
38,9470
-77,9469
-13,9468
-71,9467
24,9465
-39,9463
-27,9460
-30,9459
6,9458
95,9457
-14,9456
-93,9455
69,9454
-39,9453
28,9452
35,9451
-88,9450
-84,9449
-22,9448
68,9447
-29,9446
35,9445
-34,9443
-16,9441
64,9440
-65,9438
-52,9437
-90,9435
-69,9434
-27,9432
94,9431
62,9430
-94,9429
51,9428
-85,9426
-4,9424
5,9423
14,9422
-11,9421
1,9420
-12,9419
45,9418
61,9417
-56,9416
-30,9415
-50,9414
80,9413
-56,9412
-80,9409
77,9408
-81,9407
-79,9405
-60,9404
35,9403
-73,9401
-47,9398
-51,9397
-38,9396
0,9395
34,9394
-22,9393
-82,9391
-58,9389
-61,9388
-96,9387
32,9386
-10,9384
77,9383
-12,9382
-43,9380
3,9379
85,9377
60,9376
28,9375
-13,9374
96,9373
64,9372
58,9371
-63,9370
-20,9369
48,9368
-92,9366
-14,9365
32,9364
6,9363
58,9360
-24,9359
-9,9358
-100,9357
-69,9356
39,9355
96,9351
9,9349
-3,9345
63,9344
-21,9341
-49,9339
91,9338
44,9337
-68,9336
-66,9335
84,9333
25,9331
2,9329
23,9328
-99,9327
-94,9326
-25,9324
2,9323
7,9322
68,9320
-18,9319
53,9318
-20,9317
61,9316
-87,9315
-76,9313
5,9312
-26,9310
75,9309
9,9308
-36,9305
15,9304
88,9303
46,9302
85,9300
-47,9297
-4,9295
3,9294
-13,9291
95,9289
-42,9288
1,9287
-33,9285
37,9284
77,9283
14,9282
47,9280
-11,9279
-65,9278
31,9277
25,9276
32,9275
-62,9274
-5,9272
39,9267
66,9265
-87,9264
-80,9263
-52,9262
27,9261
-33,9260
50,9259
34,9258
32,9257
93,9256
-57,9255
10,9254
-90,9253
-55,9251
52,9250
44,9248
-28,9246
-90,9245
1,9244
-53,9242
34,9241
81,9240
-86,9239
-73,9238
-26,9236
-10,9235
-93,9234
-30,9233
1,9232
66,9231
4,9230
-80,9229
-47,9228
6,9227
66,9226
19,9225
42,9224
-43,9222
-77,9221
22,9220
83,9218
-58,9217
3,9216
75,9215
62,9213
-82,9212
-38,9211
29,9210
-14,9209
-50,9208
50,9207
63,9206
-2,9205
-47,9204
-39,9203
80,9202
-32,9201
-93,9200
75,9199
64,9198
16,9197
-37,9196
98,9195
-28,9194
20,9193
88,9191
51,9190
67,9187
41,9185
-15,9184
77,9183
64,9181
57,9180
-19,9178
78,9177
-50,9174
77,9173
-32,9172
23,9171
62,9170
-26,9169
-20,9167
66,9166
31,9164
86,9163
46,9162
67,9161
90,9160
-81,9159
53,9158
85,9157
47,9154
-29,9153
-95,9152
-9,9151
-97,9150
87,9149
-77,9148
-10,9147
-28,9146
59,9145
67,9144
33,9143
-54,9142
-39,9141
70,9139
-20,9138
-46,9137
55,9136
-73,9134
46,9133
20,9132
0,9129
-10,9128
20,9126
-56,9125
52,9124
21,9123
96,9122
-47,9121
-33,9120
85,9119
-55,9117
98,9116
-99,9115
-3,9114
-76,9112
-10,9111
-24,9110
27,9109
-49,9108
-84,9107
-76,9106
-41,9104
42,9103
-72,9102
-55,9101
-89,9100
41,9099
5,9097
57,9096
28,9093
-24,9092
67,9091
77,9090
36,9089
-2,9088
9,9087
39,9086
40,9085
38,9084
58,9082
-25,9081
85,9080
73,9079
65,9078
82,9077
-68,9076
-88,9072
43,9071
-20,9069
-20,9068
-36,9066
48,9065
42,9064
-40,9063
-69,9062
-15,9061
-21,9059
-89,9058
82,9056
5,9055
96,9053
-75,9051
-37,9050
-46,9049
-52,9048
9,9047
-27,9046
-47,9045
-95,9043
-20,9042
-52,9041
4,9039
