0,10000
-22,9999
85,9997
-46,9996
5,9995
-50,9994
71,9992
-80,9990
100,9987
17,9986
99,9985
-79,9984
67,9983
-11,9982
95,9980
-81,9978
-54,9977
41,9976
46,9975
-16,9974
-3,9973
-86,9972
-47,9971
59,9970
-80,9969
98,9966
-81,9964
53,9962
83,9961
80,9960
26,9958
40,9957
-50,9956
71,9955
68,9953
4,9951
32,9950
56,9949
49,9947
-29,9946
-46,9945
-78,9944
-13,9941
54,9939
-48,9938
-6,9936
-78,9932
18,9931
-59,9930
34,9929
-57,9928
4,9927
1,9926
-58,9924
-86,9923
-53,9921
-85,9919
-10,9918
93,9917
-56,9914
61,9912
-10,9911
49,9910
-91,9909
-71,9907
95,9906
8,9905
28,9904
2,9903
99,9897
-50,9896
-38,9895
5,9894
-81,9893
48,9892
62,9891
-72,9890
31,9889
-2,9888
-51,9887
-32,9886
42,9885
-18,9884
2,9880
-66,9878
89,9876
92,9875
83,9874
-99,9871
97,9869
61,9868
21,9867
35,9866
87,9864
28,9863
-37,9862
-53,9860
31,9859
-66,9858
-7,9857
84,9856
0,9855
-87,9854
13,9853
-96,9852
45,9851
99,9850
27,9849
54,9847
88,9846
7,9844
76,9843
72,9841
49,9840
88,9838
-48,9836
91,9835
-11,9834
-93,9833
-73,9831
-94,9830
20,9829
-60,9828
23,9827
90,9826
-46,9825
39,9824
45,9823
98,9822
-68,9821
46,9820
41,9819
-50,9818
-99,9817
84,9816
83,9814
-35,9813
58,9810
-35,9809
28,9808
79,9807
-58,9806
86,9805
27,9804
84,9803
40,9802
-16,9800
33,9798
-46,9797
29,9796
-56,9794
-82,9793
10,9791
11,9790
15,9789
-69,9788
-25,9787
66,9786
31,9785
-39,9784
-42,9783
-48,9782
20,9780
8,9779
-16,9778
50,9776
-51,9774
79,9773
-40,9772
-2,9771
83,9769
70,9768
-17,9767
-65,9766
98,9765
-41,9764
-59,9762
9,9761
28,9760
-22,9759
-71,9758
-48,9756
-5,9754
-60,9751
91,9750
-80,9748
46,9747
51,9745
-14,9744
73,9743
-32,9740
41,9738
76,9737
-43,9736
37,9734
62,9733
50,9731
-39,9729
-79,9728
78,9727
-9,9725
-1,9724
-50,9723
34,9722
-38,9721
84,9718
61,9715
-12,9714
-75,9713
76,9712
-83,9711
13,9710
-45,9709
39,9707
16,9706
-28,9703
92,9702
-55,9700
97,9699
91,9697
56,9695
-30,9694
-5,9692
-21,9691
-36,9690
-40,9689
-61,9688
39,9687
3,9686
-55,9685
-5,9684
-76,9683
28,9682
10,9681
44,9680
23,9679
-48,9677
-92,9676
-63,9675
-22,9674
56,9673
27,9672
48,9671
-43,9670
-92,9668
53,9667
-25,9666
51,9663
-61,9662
-88,9661
-29,9658
66,9657
39,9656
65,9655
97,9654
-65,9653
-77,9652
76,9651
-29,9650
-47,9649
-8,9647
-23,9646
37,9645
26,9644
20,9643
76,9641
43,9640
19,9638
3,9637
64,9634
-76,9633
53,9632
-26,9629
53,9628
-17,9627
-80,9626
44,9625
-62,9624
-12,9623
7,9622
-47,9621
81,9618
65,9617
-18,9616
30,9615
-27,9614
-85,9613
87,9612
-96,9611
-48,9609
-43,9608
48,9607
-53,9606
-53,9605
-59,9604
-27,9603
-69,9602
-67,9601
-84,9599
-42,9597
96,9596
-62,9595
-37,9594
73,9593
57,9592
57,9591
-32,9590
-85,9589
30,9588
-52,9587
-56,9586
73,9585
-98,9584
-17,9583
-43,9582
82,9581
-82,9580
-6,9579
58,9578
94,9577
81,9576
96,9575
-23,9574
53,9573
42,9572
54,9571
19,9570
-96,9569
-89,9568
-38,9567
48,9565
-89,9564
-80,9563
-35,9562
-1,9561
-22,9560
-74,9559
67,9558
-6,9557
29,9555
71,9554
26,9553
3,9550
-94,9549
-76,9547
-63,9546
-31,9545
50,9543
-32,9542
50,9541
-87,9540
85,9539
29,9538
-46,9537
71,9536
94,9535
96,9534
-13,9533
61,9531
23,9530
-38,9529
59,9527
75,9525
86,9523
-99,9520
-54,9519
-6,9518
-52,9517
3,9514
-68,9513
-76,9512
-29,9511
-89,9510
23,9509
62,9508
18,9507
55,9505
23,9504
-81,9503
-30,9502
76,9501
-69,9500
-59,9499
98,9498
-12,9497
-11,9494
-37,9493
62,9492
62,9491
-20,9489
39,9487
-99,9486
-37,9485
-91,9484
-14,9482
-83,9481
57,9480
28,9479
3,9478
77,9477
39,9476
-88,9475
73,9473
-75,9472
-46,9471
-13,9470
-64,9469
-20,9468
-50,9467
-34,9465
43,9464
17,9463
10,9462
-74,9461
71,9460
-68,9459
100,9458
47,9457
-7,9455
-80,9454
92,9453
-96,9451
-53,9449
28,9447
-15,9446
51,9445
-52,9442
45,9441
-2,9438
-74,9437
-2,9436
20,9429
-1,9428
57,9427
-25,9426
-90,9423
-37,9422
20,9421
-85,9420
-30,9419
-55,9418
67,9417
6,9416
75,9415
-53,9414
30,9413
88,9412
98,9410
-38,9408
-14,9407
78,9404
67,9402
99,9400
95,9398
21,9397
49,9396
-38,9395
87,9394
-45,9393
-43,9392
58,9391
-49,9390
-18,9388
33,9387
-97,9386
-13,9385
87,9383
-26,9381
27,9380
46,9379
-46,9378
30,9377
-91,9376
87,9375
80,9374
91,9373
-92,9372
-58,9371
26,9369
-48,9368
52,9367
-3,9364
-92,9362
35,9361
-48,9360
-17,9359
62,9358
6,9357
-56,9356
-21,9355
-25,9353
39,9352
-52,9351
52,9350
-47,9349
7,9348
12,9347
-92,9346
-17,9345
-18,9344
48,9343
-78,9341
99,9340
97,9338
17,9334
-15,9333
55,9332
55,9331
-23,9330
20,9326
-32,9325
-100,9324
77,9323
76,9322
81,9321
-78,9319
91,9318
-19,9317
-70,9316
54,9312
83,9311
-91,9310
60,9309
-54,9308
-60,9307
-91,9306
-56,9304
-1,9303
100,9302
-41,9300
24,9298
73,9297
1,9296
39,9295
10,9294
-58,9293
-59,9292
-44,9291
88,9290
-5,9289
-86,9288
-75,9287
-65,9286
31,9284
97,9283
72,9282
27,9281
6,9280
-96,9279
-100,9278
84,9276
5,9275
-23,9274
-91,9273
57,9272
-81,9271
54,9270
-94,9269
0,9268
-27,9266
46,9265
53,9262
-46,9261
12,9260
-61,9259
35,9258
2,9257
79,9256
26,9255
-38,9253
-8,9251
61,9250
72,9249
70,9248
-18,9246
42,9245
91,9244
-1,9243
0,9242
-22,9241
45,9240
-56,9239
-62,9238
29,9235
60,9234
-95,9233
3,9232
-45,9230
-28,9229
-87,9228
-32,9227
80,9225
96,9223
-89,9222
4,9219
54,9218
51,9217
23,9216
63,9214
-3,9212
99,9211
1,9207
77,9206
93,9205
-45,9204
70,9201
-69,9200
53,9197
-43,9196
55,9195
7,9194
-45,9193
33,9189
76,9186
-66,9185
95,9184
20,9182
-38,9178
64,9177
-19,9176
-76,9174
-98,9173
33,9172
52,9171
75,9169
24,9168
-85,9167
-85,9165
92,9163
79,9162
65,9161
-100,9160
-77,9159
-64,9158
-8,9156
-71,9154
20,9150
-20,9149
83,9148
94,9146
-10,9145
61,9144
-71,9140
93,9139
-44,9136
-99,9133
-22,9132
-3,9131
-27,9130
-20,9129
24,9128
-9,9126
48,9125
-94,9123
71,9121
31,9120
-88,9119
-66,9117
44,9116
47,9115
77,9114
69,9113
-6,9112
-98,9111
-39,9108
58,9107
-27,9103
-28,9102
90,9101
-90,9100
-3,9099
-90,9098
65,9097
21,9096
-88,9095
-46,9094
0,9093
34,9092
-79,9091
-72,9090
-72,9089
-81,9088
-56,9086
3,9085
39,9084
-17,9083
19,9082
-44,9081
64,9080
-15,9079
-30,9078
62,9077
63,9076
94,9075
-17,9072
79,9070
-86,9068
-63,9067
-86,9064
-97,9062
-38,9061
18,9060
-48,9059
64,9056
99,9054
-80,9053
-7,9052
27,9051
36,9050
-4,9048
0,9047
-96,9045
-96,9044
-70,9042
50,9041
19,9040
29,9039
13,9038
93,9037
-30,9035
-43,9033
-24,9031
61,9030
-68,9029
34,9028
12,9027
8,9023
17,9018
-62,9017
-35,9016
-29,9015
71,9013
83,9012
18,9011
-43,9010
81,9008
43,9007
-92,9004
-7,9003
-12,9002
-77,9001
-68,8999
65,8998
-62,8997
39,8996
48,8995
-19,8994
26,8993
-66,8992
40,8991
32,8990
18,8989
-30,8987
51,8986
47,8985
75,8981
53,8977
-100,8976
-68,8975
73,8973
-61,8972
-48,8971
58,8970
51,8969
-35,8968
32,8967
41,8966
50,8965
-64,8964
-28,8963
-59,8962
-20,8960
72,8959
27,8958
14,8957
62,8955
-95,8954
89,8953
18,8951
-95,8950
14,8948
-47,8947
82,8945
-76,8944
47,8943
55,8940
51,8939
-8,8938
-39,8937
3,8936
96,8934
15,8932
22,8930
-27,8929
-19,8928
-77,8926
-70,8925
-62,8924
-95,8923
-21,8922
62,8921
100,8919
-76,8918
11,8917
72,8916
25,8915
-93,8914
15,8913
79,8912
-27,8911
56,8909
-40,8906
-9,8905
-28,8904
56,8903
8,8902
100,8900
3,8899
-7,8898
-56,8896
-15,8895
45,8894
71,8893
8,8892
-98,8891
-21,8889
-52,8888
36,8887
44,8885
8,8884
82,8883
12,8882
85,8881
-52,8880
27,8879
-84,8878
-56,8877
44,8876
-63,8874
-53,8872
62,8870
-49,8869
-25,8867
-2,8865
80,8864
88,8863
-17,8861
-18,8860
-63,8858
-100,8855
7,8854
50,8851
18,8850
-44,8848
-86,8847
-89,8846
83,8845
96,8844
-74,8843
49,8842
-89,8840
71,8839
-91,8838
96,8837
57,8836
-80,8835
-82,8834
70,8833
51,8832
65,8830
83,8829
48,8827
-67,8826
3,8825
-87,8821
-55,8820
-58,8819
-14,8817
-87,8815
14,8814
-10,8813
46,8810
1,8809
-86,8808
-6,8807
-31,8805
4,8804
17,8803
63,8802
50,8801
15,8800
-27,8799
80,8798
37,8797
-65,8796
-30,8795
8,8794
-74,8793
73,8790
67,8789
82,8788
28,8787
-89,8784
28,8783
-12,8782
-45,8781
80,8780
-25,8779
-90,8778
-73,8777
-25,8776
-75,8775
22,8774
-45,8773
56,8769
12,8768
-39,8767
6,8766
-29,8765
-44,8764
-51,8763
64,8762
97,8761
28,8760
90,8759
-9,8757
99,8756
31,8755
-47,8754
62,8753
-33,8752
-88,8751
-49,8749
52,8748
64,8747
47,8746
-95,8745
9,8744
-61,8743
86,8741
-35,8740
-16,8739
95,8738
-23,8736
-100,8735
23,8734
-14,8731
-24,8730
81,8729
-1,8728
42,8727
17,8726
32,8724
-47,8723
-42,8722
-32,8720
40,8719
74,8715
-48,8714
-56,8713
21,8712
80,8711
-10,8710
-24,8709
-94,8708
-49,8707
90,8706
-9,8705
44,8704
-75,8703
70,8702
-65,8701
95,8698
-48,8697
42,8696
41,8695
-80,8694
-82,8692
34,8691
-6,8690
48,8689
-59,8688
33,8687
-49,8686
-83,8685
-59,8684
-62,8683
31,8682
89,8681
-19,8680
33,8679
-50,8678
-84,8677
2,8674
46,8673
65,8672
51,8671
-56,8670
-88,8668
24,8667
61,8665
83,8663
53,8662
-56,8661
-61,8659
71,8658
68,8657
84,8655
78,8654
15,8653
85,8651
-49,8650
-57,8649
-2,8648
84,8647
33,8646
52,8645
-61,8644
71,8643
-45,8642
-48,8641
-65,8640
86,8636
70,8634
-9,8632
92,8631
-97,8630
49,8629
-49,8628
90,8626
2,8625
2,8624
-36,8623
45,8622
-100,8620
91,8619
19,8617
9,8616
9,8615
-62,8614
-65,8613
-55,8612
-50,8611
9,8610
96,8609
31,8608
57,8607
-93,8606
-58,8605
-4,8604
54,8603
-99,8602
40,8601
-56,8600
-98,8599
78,8598
-69,8597
-34,8595
-56,8594
-73,8593
50,8592
-25,8590
-48,8589
5,8588
38,8585
28,8583
-86,8582
-71,8581
-29,8580
-16,8579
-58,8578
43,8576
-95,8575
-37,8573
-30,8572
40,8571
68,8570
80,8569
48,8567
-97,8566
-23,8565
54,8564
-45,8563
15,8562
-3,8560
40,8557
95,8555
21,8554
36,8553
18,8551
90,8550
-95,8549
-20,8547
-83,8544
-97,8543
