5
85
120.0,0.0,0.0,0.0,2.0
132.0,0.006379585,0.006379585,0.003189793,1.0
133.0,0.003322259,0.008305648,0.003322259,1.0
134.0,0.002560819,0.007682458,0.002560819,1.0
132.0,0.006514658,0.008143322,0.0,1.0
151.0,0.0,0.000834028,0.000834028,2.0
150.0,0.0,0.000983284,0.000983284,2.0
131.0,0.005076142,0.007614213,0.002538071,1.0
131.0,0.009077156,0.006051437,0.001512859,1.0
130.0,0.005838198,0.004170142,0.00500417,1.0
130.0,0.005571031,0.004178273,0.004178273,1.0
130.0,0.00608828,0.00456621,0.00456621,1.0
131.0,0.00152439,0.00304878,0.004573171,2.0
130.0,0.00284495,0.0056899,0.004267425,1.0
130.0,0.00505476,0.00505476,0.0042123,1.0
128.0,0.0046875,0.003125,0.003125,1.0
132.0,0.0,0.000834028,0.008340284,2.0
132.0,0.0,0.0,0.012158055,1.0
132.0,0.0,0.001668057,0.01000834,1.0
132.0,0.0,0.004249292,0.014164306,1.0
132.0,0.0,0.001385042,0.009695291,1.0
120.0,0.007506255,0.000834028,0.000834028,1.0
120.0,0.009104704,0.001517451,0.001517451,1.0
120.0,0.006060606,0.007272727,0.0,1.0
115.0,0.00500417,0.00500417,0.002502085,1.0
114.0,0.004559271,0.004559271,0.003039514,1.0
115.0,0.006242197,0.003745318,0.001248439,1.0
115.0,0.009109312,0.005060729,0.0,1.0
114.0,0.008340284,0.006672227,0.000834028,1.0
114.0,0.006069803,0.009104704,0.0,1.0
116.0,0.001517451,0.004552352,0.0,1.0
116.0,0.003861004,0.005148005,0.0,1.0
122.0,0.0,0.002570694,0.005141388,1.0
122.0,0.0,0.002877698,0.005755396,1.0
122.0,0.0,0.0078125,0.003125,1.0
122.0,0.002232143,0.005580357,0.002232143,1.0
122.0,0.003003003,0.006006006,0.006006006,1.0
158.0,0.00500417,0.007506255,0.000834028,1.0
158.0,0.005390836,0.008086253,0.0,1.0
156.0,0.0,0.012048193,0.00753012,1.0
156.0,0.0,0.011331445,0.008498584,2.0
150.0,0.0,0.0,0.000834028,2.0
149.0,0.0,0.0,0.001668057,2.0
149.0,0.0,0.0,0.000903342,2.0
146.0,0.0,0.006144393,0.0,1.0
148.0,0.0,0.005181347,0.0,1.0
144.0,0.008143322,0.006514658,0.0,1.0
146.0,0.005082592,0.005082592,0.0,1.0
146.0,0.004580153,0.004580153,0.0,1.0
142.0,0.0,0.003311258,0.0,1.0
136.0,0.002512563,0.005025126,0.0,1.0
141.0,0.001282051,0.005128205,0.0,1.0
150.0,0.0,0.004126547,0.0,1.0
138.0,0.00130719,0.003921569,0.0,1.0
140.0,0.00727802,0.004366812,0.0,1.0
140.0,0.00727802,0.004366812,0.0,1.0
144.0,0.0,0.004991681,0.0,1.0
144.0,0.001234568,0.004938272,0.0,1.0
140.0,0.00997009,0.002991027,0.0,1.0
140.0,0.008130081,0.0,0.0,1.0
140.0,0.008385744,0.004192872,0.0,1.0
140.0,0.005943536,0.003467063,0.0,1.0
154.0,0.0,0.003913894,0.0,2.0
150.0,0.0,0.003134796,0.0,2.0
145.0,0.007130125,0.001782531,0.0,1.0
145.0,0.00297619,0.001488095,0.0,1.0
145.0,0.004885993,0.004885993,0.0,1.0
145.0,0.0,0.001988072,0.0,1.0
145.0,0.001533742,0.003067485,0.0,1.0
145.0,0.0,0.002403846,0.0,1.0
145.0,0.014705882,0.00210084,0.0,1.0
145.0,0.012711864,0.001412429,0.0,1.0
145.0,0.014230272,0.001293661,0.0,1.0
145.0,0.008278146,0.001655629,0.0,1.0
139.0,0.0,0.0,0.002277904,1.0
139.0,0.0,0.0,0.0,1.0
139.0,0.001512859,0.0,0.003025719,2.0
139.0,0.00152439,0.00152439,0.0,2.0
148.0,0.0,0.0,0.0,2.0
148.0,0.0,0.0,0.0,2.0
148.0,0.0,0.0,0.0,1.0
148.0,0.0,0.0,0.0,2.0
148.0,0.0,0.0,0.001312336,2.0
148.0,0.0,0.0,0.000830565,2.0
125.0,0.009803922,0.001633987,0.0,1.0
